ticker,date,open,high,low,close,volume,adjOpen,adjHigh,adjLow,adjClose,adjVolume,divCash,splitFactor,price,low_price,high_price
MPWR,2005-01-03,9.31,9.45,8.8,8.87,91300,7.9531650175,8.0727614839,7.5174921755,7.5772904087,91300,0.0,1.0,7.5772904087,7.5174921755,8.0727614839
MPWR,2005-01-04,8.73,9.05,8.59,8.65,105900,7.4576939423,7.7310572941,7.3380974758,7.3893531043,105900,0.0,1.0,7.3893531043,7.3380974758,7.7310572941
MPWR,2005-01-05,8.62,8.64,8.1,8.3,76500,7.3637252901,7.3808104995,6.9195098433,7.0903619382,76500,0.0,1.0,7.0903619382,6.9195098433,7.3808104995
MPWR,2005-01-06,8.25,8.69,8.15,8.24,29700,7.0476489145,7.4235235233,6.9622228671,7.0391063098,29700,0.0,1.0,7.0391063098,6.9622228671,7.4235235233
MPWR,2005-01-07,8.15,8.575,8.1,8.25,17500,6.9622228671,7.3252835687,6.9195098433,7.0476489145,17500,0.0,1.0,7.0476489145,6.9195098433,7.3252835687
MPWR,2005-01-10,8.16,8.16,7.6,7.8,75600,6.9707654718,6.9707654718,6.4923796061,6.663231701,75600,0.0,1.0,6.663231701,6.4923796061,6.9707654718
MPWR,2005-01-11,7.64,7.96,7.15,7.22,52400,6.5265500251,6.7999133769,6.1079623926,6.1677606258,52400,0.0,1.0,6.1677606258,6.1079623926,6.7999133769
MPWR,2005-01-12,7.3,7.3,6.4,6.6,113000,6.2361014637,6.2361014637,5.4672670367,5.6381191316,113000,0.0,1.0,5.6381191316,5.4672670367,6.2361014637
MPWR,2005-01-13,6.77,6.77,6.12,6.23,346100,5.7833434123,5.7833434123,5.2280741038,5.322042756,346100,0.0,1.0,5.322042756,5.2280741038,5.7833434123
MPWR,2005-01-14,6.1,6.42,6.06,6.28,109600,5.2109888944,5.4843522462,5.1768184754,5.3647557798,109600,0.0,1.0,5.3647557798,5.1768184754,5.4843522462
MPWR,2005-01-18,6.43,6.43,6.21,6.29,102100,5.4928948509,5.4928948509,5.3049575466,5.3732983845,102100,0.0,1.0,5.3732983845,5.3049575466,5.4928948509
MPWR,2005-01-19,6.42,6.43,6.25,6.34,61000,5.4843522462,5.4928948509,5.3391279655,5.4160114082,61000,0.0,1.0,5.4160114082,5.3391279655,5.4928948509
MPWR,2005-01-20,6.19,6.89,6.19,6.85,112300,5.2878723371,5.8858546692,5.2878723371,5.8516842502,112300,0.0,1.0,5.8516842502,5.2878723371,5.8858546692
MPWR,2005-01-21,6.99,7.79,6.82,7.66,197500,5.9712807166,6.6546890962,5.826056436,6.5436352346,197500,0.0,1.0,6.5436352346,5.826056436,6.6546890962
MPWR,2005-01-24,7.49,8.06,7.49,7.92,126400,6.3984109539,6.8853394243,6.3984109539,6.7657429579,126400,0.0,1.0,6.7657429579,6.3984109539,6.8853394243
MPWR,2005-01-25,8.0,8.27,7.5,7.84,124700,6.8340837959,7.064734124,6.4069535586,6.69740212,124700,0.0,1.0,6.69740212,6.4069535586,7.064734124
MPWR,2005-01-26,7.85,8.0,7.3,7.77,42200,6.7059447247,6.8340837959,6.2361014637,6.6376038867,42200,0.0,1.0,6.6376038867,6.2361014637,6.8340837959
